package_id,path
3060,org.sw.demo.intel.opencv.contrib.freetype
3061,org.sw.demo.intel.opencv.contrib.fuzzy
3062,org.sw.demo.intel.opencv.contrib.hdf
3063,org.sw.demo.intel.opencv.contrib.line_descriptor
3064,org.sw.demo.intel.opencv.contrib.plot
3065,org.sw.demo.intel.opencv.contrib.reg
3066,org.sw.demo.intel.opencv.contrib.rgbd
3067,org.sw.demo.intel.opencv.contrib.saliency
3068,org.sw.demo.intel.opencv.contrib.shape
3069,org.sw.demo.intel.opencv.contrib.stereo
3070,org.sw.demo.intel.opencv.contrib.structured_light
3071,org.sw.demo.intel.opencv.contrib.superres
3072,org.sw.demo.intel.opencv.contrib.surface_matching
3073,org.sw.demo.intel.opencv.contrib.text
3074,org.sw.demo.intel.opencv.contrib.tracking
3075,org.sw.demo.intel.opencv.contrib.ximgproc
3076,org.sw.demo.intel.opencv.contrib.xobjdetect
3077,org.sw.demo.intel.opencv.contrib.xphoto
3078,org.sw.demo.intel.opencv.dnn
3079,org.sw.demo.intel.opencv.flann
3080,org.sw.demo.intel.opencv.highgui
3081,org.sw.demo.intel.opencv.imgcodecs
3082,org.sw.demo.intel.opencv.ml
3083,org.sw.demo.intel.opencv.photo
3084,org.sw.demo.intel.opencv.stitching
3085,org.sw.demo.intel.opencv.video
3086,org.sw.demo.intel.opencv.videoio
3088,org.sw.demo.microsoft.range_v3_vs2015
3089,org.sw.demo.lua
3091,pub.egorpugin.primitives.tools.stamp_gen
3092,org.sw.demo.emweb.wt.dbo
3093,org.sw.demo.emweb.wt.dbo.backend.sqlite3
3094,org.sw.demo.emweb.wt.http
3101,org.sw.demo.stachenov.quazip
3106,org.sw.demo.qtproject.qt.base.tools.qlalr
3134,org.sw.demo.yhirose.cpp_linenoise
3135,org.sw.demo.chromium.libyuv
3263,org.sw.demo.google.grpc.grpc_lb_policy_xds_secure
3264,org.sw.demo.google.grpc.grpclb_proto
3265,org.sw.demo.google.grpc.health_proto
3275,org.sw.demo.spadix.zbar
3277,org.sw.demo.qtproject.qt.declarative.qml.imports.layouts
3280,org.sw.demo.qtproject.qt.declarative.qml.imports.window
3281,org.sw.demo.qtproject.qt.quickcontrols.controls
3282,org.sw.demo.qtproject.qt.quickcontrols.dialogs
3283,org.sw.demo.qtproject.qt.quickcontrols.dialogs.Private
3284,org.sw.demo.qtproject.qt.quickcontrols.widgets
